,Unnamed: 0,Province_left,Health region,Hospital name,Type of hospital*,Teaching status,Intensive Care,Obstetrics,Pediatrics,"Mental Health 
and Addictions ",Rehabilitation,Long-Term Care,Other Acute,Total,Postal Code,Latitude,Longitude,geometry,index_right,OBJECTID,HR_UID,Province_right,ENGNAME,FRENAME,CurrentCas,CurrentDea,CurrentRec,CurrentTes,TotalPop20,Pop0to4_20,Pop5to9_20,Pop10to14_,Pop15to19_,Pop20to24_,Pop25to29_,Pop30to34_,Pop35to39_,Pop40to44_,Pop45to49_,Pop50to54_,Pop55to59_,Pop60to64_,Pop65to69_,Pop70to74_,Pop75to79_,Pop80to84_,Pop85Older,AverageAge,MedianAge_,Last_Updat,SourceURL,GlobalID,CurrentC_1,NewCaseRat,SHAPE_Leng,SHAPE_Area
166,168,British Columbia,Island Health,Tofino General Hospital,G,Non-Teaching,0,0,0,0,0,0,12,12,V0R 2Z0,49.151412799999996,-125.9085908,POINT (-125.9085908 49.1514128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,169,British Columbia,Island Health,Victoria General Hospital,G,Teaching,36,64,16,0,20,0,243,379,V8Z 6R5,48.4668086,-123.43257609999999,POINT (-123.4325761 48.4668086),84.0,85.0,593,BC,Vancouver Island Health,Vancouver Island Health,180.0,5.0,168.0,53033.0,744984.0,32398.0,30975.0,33666.0,34803.0,41947.0,47215.0,47720.0,45977.0,41846.0,44575.0,32763.0,48978.0,57090.0,56978.0,53953.0,47475.0,32889.0,25439.0,45.5,47.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F83F2B71-06DE-41AC-9DB9-B17AAA14C2D8},2.0,0.095879336238861,64.9115291811727,6.992451753668075
168,170,British Columbia,Island Health,West Coast General Hospital,"G,S-Psy",Non-Teaching,3,8,0,0,0,0,45,56,V9Y 4S1,49.2487383,-124.78204380000001,POINT (-124.7820438 49.2487383),84.0,85.0,593,BC,Vancouver Island Health,Vancouver Island Health,180.0,5.0,168.0,53033.0,744984.0,32398.0,30975.0,33666.0,34803.0,41947.0,47215.0,47720.0,45977.0,41846.0,44575.0,32763.0,48978.0,57090.0,56978.0,53953.0,47475.0,32889.0,25439.0,45.5,47.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F83F2B71-06DE-41AC-9DB9-B17AAA14C2D8},2.0,0.095879336238861,64.9115291811727,6.992451753668075
169,171,British Columbia,Northern Health,Bulkley Valley District Hospital,G,Non-Teaching,0,3,0,0,0,0,14,17,V0J 2N0,54.784991399999996,-127.16341509999998,POINT (-127.1634151 54.7849914),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
170,172,British Columbia,Northern Health,Chetwynd Hospital and Health Centre,G,Non-Teaching,0,0,0,0,0,0,4,4,V0C,55.6965118,-121.64459640000001,POINT (-121.6445964 55.6965118),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
171,173,British Columbia,Northern Health,Dawson Creek and District Hospital,G,Non-Teaching,2,4,0,11,0,0,25,42,V1G 3W8,55.7497815,-120.23541809999999,POINT (-120.2354181 55.7497815),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
172,174,British Columbia,Northern Health,Fort Nelson General Hospital,G,Non-Teaching,0,0,0,0,0,0,10,10,V0C,58.808958700000005,-122.70494009999999,POINT (-122.7049401 58.80895870000001),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
173,175,British Columbia,Northern Health,Fort St. John Hospital and Health Centre,G,Non-Teaching,3,8,0,0,0,0,34,45,V1J 0J5,56.25613829999999,-120.81633909999998,POINT (-120.8163391 56.25613829999999),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
174,176,British Columbia,Northern Health,G. R. Baker Memorial Hospital,G,Non-Teaching,4,0,0,5,0,0,27,36,V2J 2K7,52.98153000000001,-122.49964750000001,POINT (-122.4996475 52.98153000000001),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
175,177,British Columbia,Northern Health,Haida Gwaii Hospital and Health Centre,G,Non-Teaching,0,0,0,0,0,0,5,5,V0T 1M0,54.0204495,-132.1570757,POINT (-132.1570757 54.0204495),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,178,British Columbia,Northern Health,Kitimat Hospital and Health Centre,G,Non-Teaching,0,0,0,0,0,0,17,17,V8C 2S3,54.050284899999994,-128.6475914,POINT (-128.6475914 54.05028489999999),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
177,179,British Columbia,Northern Health,Lakes District Hospital and Health Centre,G,Non-Teaching,0,0,0,0,0,0,9,9,V0J 1E0,54.23562679999999,-125.7612622,POINT (-125.7612622 54.23562679999999),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
178,180,British Columbia,Northern Health,Mackenzie and District Hospital and Health Centre,G,Non-Teaching,0,0,0,0,0,0,4,4,V0J 2C0,55.3375782,-123.1006479,POINT (-123.1006479 55.3375782),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
179,181,British Columbia,Northern Health,McBride and District Hospital,G,Non-Teaching,0,0,0,0,0,0,3,3,V0J 2E0,53.3011361,-120.16135220000001,POINT (-120.1613522 53.3011361),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
180,182,British Columbia,Northern Health,Mills Memorial Hospital,"G,S-Psy",Non-Teaching,3,6,0,7,0,0,28,44,V8G 2X5,54.5100657,-128.5964868,POINT (-128.5964868 54.5100657),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
181,183,British Columbia,Northern Health,Northern Haida Gwaii Hospital and Health Centre,G,Non-Teaching,0,0,0,0,0,0,4,4,V0T 1M0,54.0204495,-132.1570757,POINT (-132.1570757 54.0204495),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,184,British Columbia,Northern Health,Prince Rupert Regional Hospital,G,Non-Teaching,2,0,0,0,0,0,26,28,V8J 2A6,54.304518,-130.33146059999999,POINT (-130.3314606 54.304518),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
183,185,British Columbia,Northern Health,St. John Hospital,G,Non-Teaching,0,0,0,0,0,0,18,18,V0J 3A2,54.0285333,-124.0107233,POINT (-124.0107233 54.0285333),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
184,186,British Columbia,Northern Health,Stuart Lake Hospital,G,Non-Teaching,0,0,0,0,0,0,3,3,V0J 1P0,54.44044670000001,-124.24175690000001,POINT (-124.2417569 54.44044670000001),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
185,187,British Columbia,Northern Health,University Hospital of Northern British Columbia,"G,S-Psy",Teaching,19,15,6,29,22,0,132,223,V2M 1S2,53.9119659,-122.7639341,POINT (-122.7639341 53.9119659),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
186,188,British Columbia,Northern Health,Wrinch Memorial Hospital,G,Non-Teaching,0,0,0,0,0,0,10,10,V0J 1Y0,55.259575600000005,-127.65125800000001,POINT (-127.651258 55.25957560000001),85.0,86.0,594,BC,Northern Health,Northern Health,174.0,0.0,123.0,14732.0,285660.0,17688.0,17688.0,17608.0,17450.0,19043.0,19323.0,18631.0,18689.0,18102.0,18685.0,17646.0,17917.0,20643.0,20090.0,15964.0,11949.0,7764.0,3862.0,39.5,39.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F3673635-ABF6-4BCD-A0AD-3F2CD4E8AD95},2.0,1.00019003610686,136.91758270171425,88.84373708518521
187,189,British Columbia,Provincial Health Services Authority,BC Cancer Agency,C,Teaching,0,0,0,0,0,0,19,19,V5Z 4E6,49.2618515,-123.118889,POINT (-123.118889 49.2618515),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
188,190,British Columbia,Provincial Health Services Authority,Children’s and Women’s Health Centre of British Columbia,"S-Oth,S-Ped,S-Psy",Teaching,69,68,0,44,14,0,79,274,V6H 3N1,49.2443368,-123.1242233,POINT (-123.1242233 49.2443368),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
189,191,British Columbia,Provincial Health Services Authority,Forensic Psychiatric Hospital,S-Psy,Non-Teaching,0,0,0,181,0,0,0,181,V3C 5X9,49.2300497,-122.8098869,POINT (-122.8098869 49.2300497),82.0,83.0,591,BC,Fraser Health,Fraser Health,3201.0,94.0,2554.0,140983.0,1839068.0,94907.0,94856.0,99429.0,105522.0,129828.0,124675.0,128682.0,134937.0,126096.0,125355.0,98396.0,125661.0,129487.0,115376.0,95432.0,78902.0,53407.0,37497.0,40.7,40.1,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{9CAD5D9B-0094-4382-A896-7621A416B590},2.0,1.235097653500888,9.762984845829651,1.944089447114444
190,192,British Columbia,Vancouver Coastal Health,Bella Coola General Hospital,G,Non-Teaching,0,0,0,0,0,0,14,14,V0T 1C0,52.37417620000001,-126.7579497,POINT (-126.7579497 52.37417620000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,193,British Columbia,Vancouver Coastal Health,G. F. Strong Rehabilitation Centre,R,Non-Teaching,0,0,0,0,68,0,0,68,V5Z 2G9,49.246620799999995,-123.1253827,POINT (-123.1253827 49.2466208),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
192,194,British Columbia,Vancouver Coastal Health,George Pearson Centre,E,Non-Teaching,0,0,0,0,0,114,0,114,V6P 1S1,49.2188184,-123.12117669999999,POINT (-123.1211767 49.2188184),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
193,195,British Columbia,Vancouver Coastal Health,Holy Family Hospital,"E,R",Non-Teaching,0,0,0,0,65,142,0,207,V5P 3L6,49.2132273,-123.073101,POINT (-123.073101 49.2132273),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
194,196,British Columbia,Vancouver Coastal Health,Lions Gate Hospital,"E,G,S-Psy",Non-Teaching,18,21,8,36,17,288,164,552,V7L 2L7,49.320879100000006,-123.0684294,POINT (-123.0684294 49.32087910000001),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
195,197,British Columbia,Vancouver Coastal Health,Louis Brier Home and Hospital,E,Non-Teaching,0,0,0,0,0,0,0,218†,V6M 1W9,49.2344818,-123.12926350000001,POINT (-123.1292635 49.2344818),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
196,198,British Columbia,Vancouver Coastal Health,Mount Saint Joseph Hospital,E,Non-Teaching,4,0,0,16,0,100,81,201,V5T 3N4,49.2578823,-123.09531070000001,POINT (-123.0953107 49.2578823),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
197,199,British Columbia,Vancouver Coastal Health,Powell River General Hospital,"G,E,S-Psy",Non-Teaching,4,4,0,7,0,75,18,108,V8A 5R3,49.850826299999994,-124.51839109999999,POINT (-124.5183911 49.85082629999999),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
198,200,British Columbia,Vancouver Coastal Health,R. W. Large Memorial Hospital,G,Non-Teaching,0,0,0,0,0,0,15,15,V0T 1Z0,52.1612727,-128.143339,POINT (-128.143339 52.1612727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,201,British Columbia,Vancouver Coastal Health,Squamish General Hospital,G,Non-Teaching,0,0,0,0,0,0,21,21,V8B 0J3,49.697583,-123.14141399999998,POINT (-123.141414 49.697583),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
200,202,British Columbia,Vancouver Coastal Health,St. Mary’s Hospital [Sechelt],"G,E,S-Psy",Non-Teaching,4,3,0,6,0,49,33,95,V0N 3A0,49.4754136,-123.748953,POINT (-123.748953 49.4754136),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
201,203,British Columbia,Vancouver Coastal Health,St. Paul’s Hospital,"G,S-Psy",Teaching,44,44,0,67,0,0,300,455,V6Z 1Y6,49.280516,-123.1281872,POINT (-123.1281872 49.280516),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
202,204,British Columbia,Vancouver Coastal Health,The Richmond Hospital,"G,S-Psy",Non-Teaching,14,15,3,22,0,0,174,228,V6X 1A2,49.1688381,-123.14701240000001,POINT (-123.1470124 49.1688381),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
203,205,British Columbia,Vancouver Coastal Health,UBC Hospital,"E,G,S-Psy",Non-Teaching,0,0,0,50,0,244,42,336,V6T 1Z7,49.264193299999995,-123.245609,POINT (-123.245609 49.2641933),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
204,206,British Columbia,Vancouver Coastal Health,Vancouver General Hospital,"G,E,S-Psy",Teaching,50,0,0,172,0,156,637,1015,V5Z 1M9,49.261616,-123.12391129999999,POINT (-123.1239113 49.261616),83.0,84.0,595,BC,Vancouver  Coastal Health,Vancouver  Coastal Health,2077.0,110.0,1356.0,119435.0,1193766.0,48017.0,48736.0,49048.0,55295.0,85774.0,100247.0,99583.0,93016.0,82485.0,83083.0,47926.0,81347.0,83493.0,76131.0,65335.0,52247.0,36138.0,27946.0,42.2,41.0,2020-09-06,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,{F63353EE-F8A2-4E59-B8FD-89965AD6884C},2.0,2.118146628879888,53.53897375019742,6.611187888190276
205,207,Manitoba,Interlake–Eastern Regional Health Authority,Arborg and Districts Health Centre,G,Non-Teaching,0,0,0,0,0,0,14,14,R0C 0A0,50.9061209,-97.2261858,POINT (-97.2261858 50.9061209),58.0,59.0,4603,MB,Interlake-Eastern Regional Health Authority,Office rÃ©gional de la santÃ© d'Entre-les-Lacs et de l'Est,82.0,0.0,73.0,,173021.0,10372.0,9879.0,9937.0,10312.0,11392.0,11063.0,10580.0,9227.0,8813.0,10085.0,11564.0,13591.0,12475.0,11045.0,8889.0,6061.0,3921.0,3815.0,41.6,42.1,2020-09-06,https://www.gov.mb.ca/covid19/index.html,{76E68B83-7CC6-4EC2-84DD-3EA1656E5685},0.0,0.41283180324106,38.64568034029533,10.058613408869675
